name,price_usd,subscription,purchases,est_gross_usd,users,likes,trial_days,freemium,third_party,publisher,created,updated,editor_types,tagline,id
"Hippo AI - Beautiful web illustrations, with AI",0.0,,0,0.0,15306,153,,,True,creative_robots,2024-11-26,2025-01-17,design,Craft stunning vector illustrations for your web and mobile app projects right in Figma.,5e3af7da-2a0d-420c-9fce-f67634db06f6
Proto.io,0.0,,0,0.0,15066,138,,,True,protoio,2024-11-25,2024-11-25,design,Take your Figma prototypes to the next level ✨,bee3bbde-8a38-4720-8398-4154d8c58435
FigVision (Beta) - AI Image to Design,0.0,,0,0.0,14940,179,,,True,manolemano,2024-11-26,2024-11-26,design,Transform images into auto-layout responsive components using AI.,0185917f-c7d8-4ec6-993e-d85ca892e5c2
Pinterest Importer,0.0,,0,0.0,14937,87,,,True,figmats,2024-11-26,2025-01-18,"design,whiteboard",Import Pinterest boards directly into Figma & FigJam,0db67375-b1e7-4ca9-a6e6-2e5abc19bfea
Style Tokens: Easiest way to use design tokens,0.0,,0,0.0,14709,126,,,True,nowork,2024-11-25,2024-11-25,design,,de81900e-1af2-45e3-83ee-a35ebcd5689f
Path Offset,0.0,,0,0.0,14459,107,,,True,quark_cao,2024-11-26,2026-07-26,"design,whiteboard",Efficient path offset tool,d0bd9c0a-9796-4157-88fd-f51c615a8649
ONLY $10 SALE - eCommerce & Web Components - Plugin via ShopFront,0.0,,0,0.0,13692,140,,,True,artofthecart,2024-11-26,2025-06-23,design,Hundreds of components for eCommerce & Web Design. NOW ON SALE jut $10/yr,b4c4f449-d288-48e8-b8f3-646e52b833ce
Hide Frame Names,0.0,,0,0.0,13322,65,,,True,fujyvarenko,2024-11-26,2024-11-26,design,Hide frame names effortlessly. Simplify your workflow.,da3b5109-c1e8-42a9-9d6d-ce93c542683f
WatermarkRemover.io,0.0,,0,0.0,13290,91,,,True,845e0805_e466_4,2024-11-26,2024-11-26,design,Remove watermark from images precisely with the help of AI technology.,1b9f0925-cd3b-4836-86c9-e04292a40560
AI Email Designer by Kopi,0.0,,0,0.0,12880,31,,,True,calebouellette,2024-11-26,2025-11-09,design,"Kopi AI html email designer -- create effective marketing emails for shopify, klaviyo, mailchimp.",1935994f-343f-48f5-b170-7e7a7b3feca6
Typper - Codes,0.0,,0,0.0,12818,98,,,True,typper,2024-11-26,2025-03-19,dev_handoff,"Turn Figma designs into functional code with AI – fast, smart, and efficient.",ed7305cf-b178-426d-9c44-4f6ed620eafa
central icon system,0.0,,0,0.0,12565,587,,,True,mavid,2024-11-26,2025-08-29,"design,whiteboard","Streamline your design workflow with our plugin, making the central icon system a breeze to use.",4d40cc79-4caa-4497-ab4f-6a3bd75f88f2
Superconnector — Draw FigJam Connectors in Figma and Slides,0.0,,0,0.0,12235,84,,,True,dz,2024-12-05,2025-03-20,"design,slides","Create beautiful user flows, flowcharts, diagrams, and mindmaps. From the co-maker of Autoflow.",2b440928-a0f6-4242-a7d5-ce71769d18ca
DraftXR,0.0,,0,0.0,12186,174,,,True,draftxr,2024-11-25,2025-01-17,design,Test instantly in WebVR and share with developers & stakeholders,da424eb2-9f24-4948-b352-3d5719db3c98
AI Rename Layers,0.0,,0,0.0,12023,57,,,True,valery9,2024-11-26,2024-11-26,design,Automatically rename layers with AI. Boost productivity and keep designs organized effortlessly.,4dc0d3dd-edd0-4840-8cca-2d16fa6a33cf
Phrase Strings,0.0,,0,0.0,11695,203,,,True,phrasedesign,2024-11-25,2025-12-04,"cooper,design",Sync designs to Phrase Strings for localization,1f591d0e-32d2-43cf-84af-c9fecd40981d
HyperCrop Batch Image Resizer,0.0,,0,0.0,11647,137,,,True,hypermatic,2024-11-25,2026-08-07,design,The fastest way to batch crop/resize multiple images to multiple sizes from Figma,b6d429d3-ad56-42f6-9026-c04b00852da1
"RTL Layout - Mirror, Translate, and Adapt Arabic & 100+ Languages in Figma",0.0,,0,0.0,10655,244,,,True,abdelwahab,2024-11-26,2026-01-08,design,"Effortlessly mirror layouts, translate text, and adapt designs for Arabic and RTL languages in Figma",e5fe9659-8f0a-477d-a345-e37263f024c9
Pro Layout Panel,0.0,,0,0.0,10640,490,,,True,MrBiscuit,2024-11-25,2024-11-25,"design,whiteboard","The panel you'll love, Make layout workflow a breeze",63b60789-686d-4209-a0bf-24efbb5cc6da
Magnifier,0.0,,0,0.0,10517,366,,,True,uxpetr,2024-11-26,2024-12-20,design,Magnify any part of your designs,a9b06572-00eb-4c31-877b-38d6d0eb397a
Instant Website Beta,0.0,,0,0.0,10430,94,,,True,victorb,2024-11-25,2025-01-17,design,,a56f0ed8-8331-4a11-9d2d-741cf34f7bb2
"Line Chart Generator - line chart, line graph, area chart, area graph",0.0,,0,0.0,10418,133,,,True,uwarp,2024-11-26,2026-05-10,"design,slides,whiteboard","Make line charts, line graph in minutes",f81872b5-4baa-41f7-8a15-d8f8b772d7c3
Upscale.media,0.0,,0,0.0,10358,64,,,True,845e0805_e466_4,2024-11-26,2024-11-26,design,Effortlessly enhance your images with speed and precision!,cfa7315f-4050-42de-b4ac-4d126267bd88
Crowdin for Figma,0.0,,0,0.0,10059,181,,,True,Crowdin,2024-11-25,2025-12-02,"cooper,design,dev_handoff",Localize UI and translate marketing visuals efficiently with Crowdin plugin for Figma,639fcc69-bbc8-4587-8f72-fcd691a7a69d
AI Logo & Design Generator,0.0,,0,0.0,9883,33,,,True,m4jor,2025-03-30,2025-09-02,"design,slides,whiteboard","Instantly create AI generated logos, illustrations and also trace raster images to svg",bfc43556-40be-4df8-9597-ed2115daa56c
Anitype · Text animation,0.0,,0,0.0,9250,95,,,True,tonypinkevych,2024-11-26,2024-11-26,design,Animate your text in a blink of an eye,0944e016-3c30-45a6-96d5-da81afb28cfb
Picky Font,0.0,,0,0.0,9237,43,,,True,leeen_admin,2024-11-25,2025-01-17,design,,54400dad-0042-4454-977e-6c923dd15e7e
Commentful Feedback Workflow,0.0,,0,0.0,9143,112,,,True,hypermatic,2024-11-25,2026-08-07,design,Supercharge your Figma comments and gather external feedback from stakeholders,b19a507f-d9d4-483d-b856-383bba9a821e
Magicul Backup Plugin,0.0,,0,0.0,9137,53,,,True,kgoedecke,2024-11-26,2025-01-17,design,,b3fbf52c-0d27-4fd3-9958-29f8aa7a1633
Image Simplificator - Impressionize Your Pictures! (Preview),0.0,,0,0.0,9091,14,,,True,hurryflash,2024-11-26,2025-02-07,"design,whiteboard",This Figma plugin can simplify your pictures into impression style art.,334c43f5-3e2d-4a9c-a1c7-eb3073b58c9d
Lasso Tool,0.0,,0,0.0,8957,82,,,True,troynin,2024-11-26,2025-05-19,design,Copy and cut layers with freeform selection,20791658-5311-49f7-83e6-2a94782f6d85
Berrycast: Simple Screen Recorder & Sharing Tool,0.0,,0,0.0,8956,19,,,True,dbertholet,2024-11-25,2025-02-04,design,,fa041f3f-f344-4d15-a588-c4174ca5881b
UXPin – Copy. Paste. Prototype.,0.0,,0,0.0,8211,104,,,True,uxpin,2024-11-26,2025-08-12,design,Bring your UI to life with advanced interactivity!,3c01341c-7163-43c4-9375-8d6fa203e2d9
"InnoExport - Compress, Downsize, Export, Download, Upload PNG, JPG, WebP, SVG, AVIF, PDF In Batches",0.0,,0,0.0,7693,28,,,True,innotech,2024-11-26,2024-11-26,"design,dev_handoff,whiteboard","Export compressed PNG, JPG, SVG, WebP, AVIF, PDF in batches",ef331810-343a-4f75-b729-03f2498c88f2
"Getillustrations Icons, Illustrations and 3D Design Assets",0.0,,0,0.0,7624,172,,,True,illustrationsHQ,2024-10-30,2024-11-26,"design,whiteboard","Unique Illustrations, Icons and 3D Asset Library for UI/UX - Weekly Updated",904118e7-3d1c-458c-bc56-7dda8cce1ebd
Figma to WordPress Gutenberg Core Blocks | Spectra | Kadence | Nexter | Generate Blocks - UiChemy,0.0,,0,0.0,7097,106,,,True,posimyth,2024-11-26,2026-03-24,design,Best way to Convert Figma Design to WordPress using Gutenberg Block Editor.,38e82c6a-5984-4ba4-af5f-870f55c57324
Design Buddy: AI design review & feedback,0.0,,0,0.0,6882,234,,,True,mightyalex,2024-11-26,2026-03-16,"design,slides,whiteboard",Catch design issues before anyone else does. Show up confident.,0b3673f3-2719-403e-a26c-1cb8e618de3c
Figma to Viewst,0.0,,0,0.0,6719,71,,,True,viewst,2024-11-25,2025-12-23,design,Convert your Figma designs into animated HTML5 banners,3a057d95-d309-4fe5-8508-c70305fe7bed
Cannoli email builder - Figma designs into email code,0.0,,0,0.0,6624,63,,,True,6233bcdf_c8d5_4,2024-11-25,2025-06-03,design,Easily build Cannoli-ready email designs and convert them into HTML code,3e74980b-23d6-42d1-b973-3accab8dce7e
Sankey,0.0,,0,0.0,6601,135,,,True,GenuineImpact,2024-11-26,2025-01-17,design,Create a sankey diagram in no time at all!,fe12ec46-d021-43ac-96a6-5b8384928e2e
MockFlow AnnotatePro,0.0,,0,0.0,6564,35,,,True,54f723f6_a39d_4,2024-11-25,2025-02-07,design,,8f16ac32-c097-4a66-aaba-0666b19d9687
Vectorize — by ‹div›RIOTS,0.0,,0,0.0,6477,232,,,True,divriots,2024-12-12,2026-06-09,"design,slides,whiteboard",Instantly convert any bitmap image into vectors,942e7721-fe87-4715-a70f-57d266f26e31
VecTo3D - Vector to 3D with AI,0.0,,0,0.0,6340,65,,,True,leolee1,2025-07-16,2025-12-09,design,Transform Your 2D Vectors into Stunning 3D Models + AI-Powered,ea5a501d-8bc7-418c-8cc0-d72231641d9e
FigPug Profile Generator,0.0,,0,0.0,6335,58,,,True,gndclouds,2024-11-25,2024-11-25,design,,9bf68ed3-bfda-462f-a3d7-c72efb27636f
AI Designer Pro,0.0,,0,0.0,6253,61,,,True,andrebutenko,2024-11-26,2025-06-18,design,Generate everything from animations and images to full UX and Copywriting.,e39c13e9-fb69-4f1d-bf0d-c1fe66c90e88
Mockplus for Enterprise,0.0,,0,0.0,6000,26,,,True,mockplus,2024-11-26,2024-11-26,design,Design Faster. Collaborate Better.,3a47b4bc-3b13-43b2-9ac2-ababe3b72acb
Map Builder,0.0,,0,0.0,5735,51,,,True,altdesignclub,2024-11-26,2024-11-26,"design,whiteboard","Design, Customize, and Integrate Stunning Maps Seamlessly with Map Builder for Figma.",14dca423-7673-4452-9ed5-ed583c31ae35
Doodlebug,0.0,,0,0.0,5410,47,,,True,nickstamas,2024-11-25,2025-01-29,design,,c052cad0-21f3-470e-b7fb-71c493d3e3a5
DitherFX,0.0,,0,0.0,5385,253,,,True,crtvblk,2025-12-03,2026-03-14,design,"Transform images with 30+ dithering algorithms, halftone effects & ASCII art",bbd7922e-97e1-4366-b57c-6f9a6e9aabd5
BannerNow Export Ads,0.0,,0,0.0,5235,25,,,True,bannernow,2024-11-25,2024-11-25,design,"Export and Animate Display Ads - HTML5, MP4, GIF",e5c9655b-01f5-4cd2-bbb6-947a3ee0e7f1
Remove Text,0.0,,0,0.0,5167,18,,,True,ImageMaster_ai,2024-12-30,2025-01-08,design,Effortlessly Erase Text from images with AI,555beebb-29a7-4912-8d2e-597064bde8bf
Figside - Ship Websites with Figma,0.0,,0,0.0,5132,99,,,True,figside,2024-11-25,2025-01-17,design,,267a8ebd-163d-483a-b5d2-c5cde14c117e
CI HUB Connector,0.0,,0,0.0,5101,54,,,True,cihub,2024-11-25,2026-07-06,"cooper,design,slides,whiteboard","Bring every asset into Figma. Insert, edit, upload, repeat, all without leaving the canvas.",faf3c6b1-b371-44a8-bd9a-67e682697395
Monday Hero,0.0,,0,0.0,4955,89,,,True,mondayhero,2024-11-25,2026-01-01,design,Monday Hero: Convert Figma design to code,780c41f6-e294-4020-8742-b10651aa57ed
Neaticons Icon Library,0.0,,0,0.0,4952,92,,,True,neaticons,2025-03-04,2025-12-12,"design,whiteboard",Simple icons that make a big difference,993b2d40-ee88-45e5-8ced-ea929e49f206
Preely - User Testing,0.0,,0,0.0,4875,63,,,True,d9af35ec_595b_4,2024-11-25,2025-01-17,design,Bring your users closer no matter how far they are,1b9fe03b-7675-40d9-b3d7-837624ae1917
Figma to Shopify with Replo - AI Enabled Landing Page Builder,0.0,,0,0.0,4663,185,,,True,johnw3,2024-11-26,2025-09-30,design,Export any page or section to your Shopify store in seconds on the Replo no-code platform.,a9be3843-8442-47d9-97a4-6ed6f2950c4b
Image Filters,0.0,,0,0.0,4638,18,,,True,stylecampaign,2025-08-17,2025-10-06,design,100+ quick and easy image presets,dbba5f27-ba12-40dc-8dfd-56d9a564b7dd
Image to Figma: Background & Text,0.0,,0,0.0,4634,13,,,True,ImageMaster_ai,2024-12-30,2025-01-08,design,"Split screenshot or image into editable background and text layers, preserving styles for easy edits",fc10c8f2-ff54-4a64-8f64-1319cc0b4a3b
PicWise.ai,0.0,,0,0.0,4602,12,,,True,qsfot,2024-11-26,2024-11-26,"design,whiteboard",AI powered Image Generator、Image Upscaler、Background Remover,6d8a6cb8-90e3-4ee8-9a07-6e1d19aca89c
Brandfolder,0.0,,0,0.0,4179,58,,,True,17f1dff4_f97e_4,2024-11-25,2025-10-08,"cooper,design,whiteboard",Every brand needs a Brandfolder,df0b924b-5713-4303-a0ac-8712d3eb3a73
"MeiGen - AI Icon & Image Generator, GPT image 2.5, Remove BG, Vectorize",0.0,,0,0.0,3995,171,,,True,f6d246fa_7916_4,2025-08-28,2026-09-10,design,Powered by GPT image 2.5 / 🍌 NanoBanana,357c860e-0ff7-4038-882b-e1c78a0cea56
Claritee layouts & wireframes to Figma,0.0,,0,0.0,3964,14,,,True,claritee,2024-11-26,2026-02-12,design,Export layouts & wireframes from Claritee to Figma,1353a5b8-7705-4e2f-96c4-bc3a9997930f
ShapesXR,0.0,,0,0.0,3891,94,,,True,vadimbezrukov,2024-11-26,2026-02-04,"design,whiteboard",Bring your designs to VR/MR/AR with one click and continue working on a headset or computer.,d8fb61da-dce1-4d23-95b9-908d074b0292
Tiled,0.0,,0,0.0,3862,66,,,True,jamesgentry1,2024-11-25,2026-01-26,"design,slides","Design in Figma, deliver with Tiled. Sales content reimagined.",74674282-1952-4228-9c8a-6ce8df0e0dc6
GuideGuide,0.0,,0,0.0,3808,162,,,True,cameronmcefee,2024-11-26,2026-03-24,"design,slides",Powerful grids and guides in your favorite design tools,8d6e032d-4f4b-4f37-8074-325b2115ba5e
Multiple images Placer / Replacer / Fill by Plantcss ( Free version available ),0.0,,0,0.0,3474,13,,,True,plantcss,2024-11-26,2026-06-13,design,Replace images within seconds,1b5c0e04-1251-4796-9f08-31968157dcd1
Smartling,0.0,,0,0.0,3280,59,,,True,4464a312_1976_4,2024-11-25,2025-12-03,design,"Submit prototypes for professional, machine or pseudo translation.",5150048a-64a4-43fe-84e1-ef90a2302023
Formalist: Progressive Design Linter,0.0,,0,0.0,3263,76,,,True,aprilworkteam,2024-11-25,2025-01-17,design,,13189427-7c41-4426-aade-f977bd5a2fe1
Localization plugin by Localazy,0.0,,0,0.0,3196,50,,,True,xbilek18,2024-11-25,2026-07-08,design,Tackle design localization with Localazy,41799f84-8fa5-4020-b951-8bc375110d7a
Transifex Figma Plugin,0.0,,0,0.0,3158,32,,,True,dee1aa7d_5881_4,2024-11-25,2026-04-20,design,Localize your Figma designs with Transifex,52d19e8c-0f7c-4ba9-8375-6b80d5e81b65
Data Roulette,0.0,,0,0.0,3061,74,,,True,Hamish,2024-11-25,2024-11-25,design,Insert randomized data from Google Sheets into tagged layers in your designs.,d3ef2cc6-e299-49d7-b009-dca4c4f2c526
Auto Rename Frames with AI Suggestions,0.0,,0,0.0,3001,18,,,True,yjlol,2024-11-26,2024-11-26,"design,whiteboard","Rename or label frames you select in bulk, with AI suggestions.",8d8d2105-b756-49b5-96a0-873857b3515a
Power Apps for Figma,0.0,,0,0.0,2939,57,,,True,lukaspavelka,2024-11-26,2026-04-16,design,Design Canvas App more faster and unique,0933b84f-598c-4b26-b1ec-4b5cbae9b706
FigPug Social Frame Generator,0.0,,0,0.0,2897,38,,,True,ycshao,2024-11-25,2025-01-17,design,,4f28afaa-c163-4652-957f-99d815ae45d2
Contentful to Figma,0.0,,0,0.0,2895,57,,,True,kgarbaya,2024-11-25,2026-02-02,"cooper,design",Effortlessly blend Contentful and Figma into your workflow,093360ef-dd3b-44bf-b67d-7e0ef7c65ac3
We Brand Exporter,0.0,,0,0.0,2867,50,,,True,desygnerapp,2024-11-26,2025-01-28,design,Unlock your productivity with the We Brand plugin. Allow anyone to create on brand!,f8013fdc-3fae-46a5-a769-4eecd2d13faa
FlowMapp,0.0,,0,0.0,2807,48,,,True,flowmapp,2024-11-26,2025-02-04,design,The only website planning solution you need before the design phase in Figma,add40f0b-a2e7-4698-95b2-a122e438e5c7
Figma Token Manager - Reorder Variable Modes,0.0,,0,0.0,2779,30,,,True,be6d682a_1c86_4,2024-11-26,2024-11-26,design,Reorder your Figma variable modes using drag and drop.,9c8a7c3e-c7fa-4a67-8f94-57898739d014
Mupixa,0.0,,0,0.0,2762,62,,,True,Mupixa,2024-11-25,2024-11-25,design,Analytics Platform for Designs,5cb690f2-ed83-4eea-a3e4-1391df5c67a1
Headlime,0.0,,0,0.0,2758,92,,,True,dannypostmaa,2024-11-25,2024-11-25,design,,90803243-9015-4d68-900c-c7a2c4472f65
Localize,0.0,,0,0.0,2743,32,,,True,localize1,2024-11-25,2025-04-01,design,Localize Your Figma Designs in Minutes,5966abd9-54e3-4791-9e03-e1b72ba4c57a
Find & replace variables,0.0,,0,0.0,2546,26,,,True,maxschulmeister,2024-11-26,2024-11-26,design,Find & replace for all variables in your selection.,f22639e9-c591-46c9-833b-1b6b3e1b8de4
Bannericot Banners Builder,0.0,,0,0.0,2189,28,,,True,andrii_yehorov,2024-11-26,2024-11-26,design,Animate > Export > Sign-Off,43f05d7b-ddd4-4ff1-b92c-5ca630108198
Fix Detached Instances,0.0,,0,0.0,2146,78,,,True,g,2024-11-26,2026-05-06,design,Find and reattach detached instances without losing overrides,dda4f441-8554-4215-9d37-0918b0a94ca2
UIWEB,0.0,,0,0.0,1987,23,,,True,yourBadApple,2024-11-26,2025-01-17,"design,whiteboard","🔥 1000+ Design Ui Sections. All design sections are used to speed up your work, inspire and cool re",8969e31b-3414-4247-9c6a-ed147d77f472
Phrase TMS,0.0,,0,0.0,1969,37,,,True,phrasedesign,2024-11-25,2025-12-19,design,Sync designs to Phrase TMS for localization,a4cc982c-a353-46d2-a299-605c67d98e97
Dynamic Variables,0.0,,0,0.0,1923,144,,,True,neelts,2024-11-26,2026-07-25,design,"Variables that compute themselves: write a formula once, and colors, spacing and type stay in sync!",281299e5-e0f5-434d-a475-92a8766ab2bf
GlobalLink Strings Localization Plugin,0.0,,0,0.0,1918,25,,,True,23f0aef8_8efb_4,2024-11-25,2025-12-18,"cooper,design",Automate the translation process of your Figma projects,7049297b-f135-478a-b216-9b96089179a9
Image Background Remover,0.0,,0,0.0,1861,5,,,True,89c52065_81da_4,2024-11-26,2024-11-26,design,"Effortlessly remove image background. Precise, and user-friendly. Elevate your designs with ease.",bb87e189-5034-4511-8233-140adbefdd17
Web to Figma with SavetoFigma,0.0,,0,0.0,1824,38,,,True,savetofigma,2024-11-26,2024-11-26,"design,whiteboard","Save your 'wow' web design finds with Chrome, and get them in Figma anytime!",5b938ef7-61c3-40cd-a7f0-a367feaa8863
QR Code Generator - Image In Center,0.0,,0,0.0,1790,7,,,True,npps,2024-11-26,2024-11-26,"design,whiteboard","This plugin can generate QR codes with a  image placed in the center, and support rich custom styles",01fa854e-003f-49f4-a50b-0790bcfd6e0d
POEditor,0.0,,0,0.0,1745,26,,,True,poeditor,2024-11-25,2026-03-11,design,The localization management platform that's easy to use!,01565124-6afd-4768-a8c3-1b6424dfbfa7
Layerbeam,0.0,,0,0.0,1663,71,,,True,charliefuller,2024-11-26,2025-07-18,design,"Design in Figma, preview in VR",a656338d-dd15-463a-b17b-eaca9b90e5ab
Picasso AI,0.0,,0,0.0,1622,24,,,True,picassoai,2024-11-26,2024-11-26,design,Fast and Simple Generative Image Plugin,da9bdf42-f758-4dc2-9ee7-374d37fd820c
Heron theme tools,0.0,,0,0.0,1591,42,,,True,hallee,2024-11-26,2024-11-26,design,"Setup, switch, sync and share your themes.",71b50c28-8647-4986-bd21-1401c69d17d3
Trados Translation Connector for Figma,0.0,,0,0.0,1551,9,,,True,rwsgroup,2024-11-26,2024-11-26,"design,whiteboard",Trados is a next-generation translation platform,5eb3d575-5e41-4cce-8075-5354227874d0
LILT <> Figma Connector,0.0,,0,0.0,1517,43,,,True,lilt,2024-11-25,2026-05-29,design,Seamless enterprise-grade translation,d92746af-bb14-44cb-9582-ad77fb088772
Text United for Figma,0.0,,0,0.0,1495,13,,,True,32f4c6f3_02b7_4,2024-11-25,2025-01-17,design,,b114a4fa-1889-4b29-b30f-cfa628c3c9cb
"Imgazilla - Favicon exporter, background removal & multi-format image exporting with optimization.",0.0,,0,0.0,1371,18,,,True,olehh,2024-11-26,2024-11-26,design,"Export Favicons, background removal & optimize JPG, PNG, SVG, WEBP, AVIF files directly from Figma.",9b197acb-5d73-4895-89c1-56ae495ed383
locize,0.0,,0,0.0,1333,8,,,True,locize,2024-11-25,2025-12-15,"design,whiteboard",Bridge Design and Translation Seamlessly with locize for Figma,29d51f72-fe0c-4edf-8dfc-6a353838b182
Confetti Animator Pro 🎉,0.0,,0,0.0,1185,13,,,True,Buchi_Design,2026-02-06,2026-09-09,design,Generate cinematic confetti animations — export to native Figma Motion OR fully prototyped comp. set,d7aacfa8-8211-4ad8-ad28-382b2f410fb9
TextWise - AI Translator & Paraphraser,0.0,,0,0.0,1144,6,,,True,qsfot,2024-11-26,2024-11-26,"design,whiteboard",AI powerd Translator Paraphraser Summarizer and all about texts,b603c1cc-35c9-44e1-b85e-7e9b4eeab0ce
Superduper Maps,0.0,,0,0.0,1136,3,,,True,mattt,2025-06-27,2025-06-27,design,"Maps for Figma, super fast, super good",f6e3d5eb-1b1a-496e-bdfe-c44a904c81f1
Illusionary,0.0,,0,0.0,1087,18,,,True,jonvargas,2024-11-26,2024-11-26,design,Illusionary is a suite of AI tools for your workflow.,db550a7d-8362-45e6-be4e-86132e359112
Context Switch,0.0,,0,0.0,1078,76,,,True,lichin,2024-11-25,2025-01-17,design,Manage content writing across your team’s product with multiple state using Google Sheets.,5aa7ed73-13fd-4625-90d4-1ed73012ee70
Art Director Toolkit,0.0,,0,0.0,1069,52,,,True,e2cb876c_965b_4,2024-11-26,2024-11-26,design,Automate tedious design and layout tasks.,0a3333b1-7954-427d-9f9e-0bad273de5d0
Font Replace,0.0,,0,0.0,1057,9,,,True,altdesignclub,2024-11-26,2024-11-26,"design,whiteboard",Effortlessly Manage and Customize Fonts with Font Replace for Figma and FigJam..,e8781ea3-f4f1-42b5-a456-8e15c5eb5062
Pattern Studio - SVG Pattern Generator for Figma | 60+ Patterns & Custom Builder,0.0,,0,0.0,967,6,,,True,uxpilots,2025-11-25,2025-11-26,design,"Create and customize SVG patterns in Figma. 60+ ready patterns, custom pattern builder, live preview",83df4c73-ac5f-4549-806e-36505d47c467
Speedboat,0.0,,0,0.0,915,41,,,True,speedboat,2024-11-25,2025-01-17,design,,b07b2b20-be14-4489-bfce-31bdc4c17dd0
XTM Connect - Figma,0.0,,0,0.0,748,9,,,True,a5b19280_cf2d_4,2024-11-25,2026-04-15,design,The Figma connector for XTM Cloud enables agile localization of design content.,23ac0f10-c407-43a6-b9c9-dd33c69da9ad
Topo,0.0,,0,0.0,703,41,,,True,santiagomoreno,2024-11-25,2025-01-17,design,,64ac21bb-08d4-4dfa-afc1-9ac5c6ebe844
Translator PRO DeepL,0.0,,0,0.0,648,16,,,True,oussamatouzni,2024-11-26,2024-11-26,design,Effortless Design Localization with Style Preservation,29515801-3cd7-423b-a227-a93162fca47a
UIslator - Localization in UX,0.0,,0,0.0,646,13,,,True,uislator,2024-11-25,2025-01-17,design,,2b455379-2f27-4652-8f92-2ac6dc01d15a
LingoHub for Figma,0.0,,0,0.0,636,7,,,True,hemju,2024-11-25,2025-12-04,design,You create - LingoHub localizes,f404d185-34db-406a-a7f5-1247662ed8c4
QR Code Builder,0.0,,0,0.0,631,8,,,True,altdesignclub,2024-11-26,2024-11-26,"design,whiteboard","Create, Customize, and Integrate Stunning QR Codes Seamlessly with QR Code Builder for Figma.",9fef6242-b2ea-4b2e-99f8-1cfcade1beed
Easy QR,0.0,,0,0.0,555,7,,,True,oussamatouzni,2024-11-26,2024-11-26,"design,whiteboard",Unlimted QR possibilities,7b79961c-49d9-4eaa-bb91-6754299ca50f
UIQuill — Context-aware AI copywriter,0.0,,0,0.0,474,16,,,True,stas_sliday,2024-11-26,2024-11-26,design,Unleash the power of words in your designs with AI tool.,3095f1f7-f919-408d-8901-531dd740e868
SparkGen,0.0,,0,0.0,412,42,,,True,youssefwael,2026-01-20,2026-06-20,design,AI-Powered Design Assistant,84794085-9716-4552-b194-f9e65ed79eea
GrayBlocks,0.0,,0,0.0,390,11,,,True,framerbite,2025-08-01,2025-08-01,design,Design Website Faster with 3600+ Components & Blocks,7d7155e8-e703-40fc-965f-49950ab2d967
Spell Checker,0.0,,0,0.0,343,9,,,True,logicwind,2024-11-26,2024-11-26,design,Writing with smart spellcheck & suggestions,ca1876a3-c3da-48c3-8c81-f742e10304a3
BatchGen,0.0,,0,0.0,129,3,,,True,867373ad_5994_4,2024-11-26,2024-11-26,design,Ultimate Content Generation Tool for Figma,c9e6938c-ab58-4a98-bee9-c14f57aa9cde
